shipment_id,order_id,status,shipped_at,delivered_at
S0667,O0667,delivered,2025-06-15,2025-06-19
S0668,O0668,shipped,2025-04-19,
S0669,O0669,pending,2025-03-21,
S0670,O0670,delivered,2025-02-23,2025-02-27
S0671,O0671,shipped,2025-04-14,
S0672,O0672,delivered,2025-06-06,2025-06-15
S0673,O0673,delivered,2025-05-06,2025-05-12
S0674,O0674,returned,2025-04-15,
S0675,O0675,pending,2025-04-13,
S0676,O0676,delivered,2025-03-29,2025-03-30
S0677,O0677,pending,2025-05-15,
S0678,O0678,pending,2025-02-08,
S0679,O0679,delivered,2025-01-23,2025-01-27
S0680,O0680,returned,2025-03-14,
S0681,O0681,returned,2025-03-04,
S0682,O0682,shipped,2025-04-12,
S0683,O0683,returned,2025-02-12,
S0684,O0684,pending,2025-02-15,
S0685,O0685,returned,2025-04-07,
S0686,O0686,returned,2025-06-01,
S0687,O0687,delivered,2025-03-20,2025-03-28
S0688,O0688,shipped,2025-03-29,
S0689,O0689,delivered,2025-02-12,2025-02-21
S0690,O0690,pending,2025-01-08,
S0691,O0691,shipped,2025-04-25,
S0692,O0692,returned,2025-06-03,
S0693,O0693,delivered,2025-01-23,2025-01-29
S0694,O0694,pending,2025-02-19,
S0695,O0695,returned,2025-01-16,
S0696,O0696,delivered,2025-05-25,2025-06-04
S0697,O0697,delivered,2025-06-24,2025-06-30
S0698,O0698,returned,2025-06-29,
S0699,O0699,delivered,2025-01-20,2025-01-21
S0700,O0700,shipped,2025-06-29,
S0701,O0701,shipped,2025-03-01,
S0702,O0702,delivered,2025-04-06,2025-04-14
S0703,O0703,pending,2025-05-21,
S0704,O0704,delivered,2025-04-18,2025-04-28
S0705,O0705,delivered,2025-01-10,2025-01-13
S0706,O0706,delivered,2025-06-10,2025-06-13
S0707,O0707,shipped,2025-01-24,
S0708,O0708,pending,2025-01-31,
S0709,O0709,shipped,2025-02-14,
S0710,O0710,pending,2025-04-11,
S0711,O0711,returned,2025-05-09,
S0712,O0712,delivered,2025-01-08,2025-01-18
S0713,O0713,pending,2025-05-18,
S0714,O0714,returned,2025-02-28,
S0715,O0715,pending,2025-05-19,
S0716,O0716,delivered,2025-02-09,2025-02-12
S0717,O0717,delivered,2025-03-30,2025-04-05
S0718,O0718,shipped,2025-05-22,
S0719,O0719,shipped,2025-04-22,
S0720,O0720,returned,2025-01-04,
S0721,O0721,returned,2025-04-29,
S0722,O0722,returned,2025-06-22,
S0723,O0723,pending,2025-06-26,
S0724,O0724,delivered,2025-02-09,2025-02-16
S0725,O0725,delivered,2025-02-04,2025-02-09
S0726,O0726,shipped,2025-02-25,
S0727,O0727,pending,2025-01-03,
S0728,O0728,returned,2025-05-20,
S0729,O0729,delivered,2025-01-30,2025-02-06
S0730,O0730,returned,2025-05-01,
S0731,O0731,delivered,2025-04-11,2025-04-16
S0732,O0732,pending,2025-04-11,
S0733,O0733,returned,2025-06-13,
S0734,O0734,returned,2025-05-08,
S0735,O0735,shipped,2025-01-01,
S0736,O0736,pending,2025-02-22,
S0737,O0737,returned,2025-04-06,
S0738,O0738,returned,2025-02-13,
S0739,O0739,pending,2025-02-07,
S0740,O0740,delivered,2025-04-08,2025-04-10
S0741,O0741,shipped,2025-01-09,
S0742,O0742,delivered,2025-05-07,2025-05-17
S0743,O0743,delivered,2025-06-18,2025-06-26
S0744,O0744,pending,2025-05-25,
S0745,O0745,delivered,2025-03-21,2025-03-27
S0746,O0746,pending,2025-06-07,
S0747,O0747,delivered,2025-05-12,2025-05-20
S0748,O0748,shipped,2025-01-09,
S0749,O0749,delivered,2025-04-22,2025-05-01
S0750,O0750,pending,2025-02-14,
S0751,O0751,pending,2025-01-19,
S0752,O0752,pending,2025-05-06,
S0753,O0753,delivered,2025-02-14,2025-02-15
S0754,O0754,returned,2025-04-20,
S0755,O0755,pending,2025-03-22,
S0756,O0756,shipped,2025-02-22,
S0757,O0757,delivered,2025-06-14,2025-06-24
S0758,O0758,delivered,2025-06-13,2025-06-16
S0759,O0759,pending,2025-04-24,
S0760,O0760,returned,2025-06-20,
S0761,O0761,shipped,2025-05-18,
S0762,O0762,shipped,2025-01-08,
S0763,O0763,returned,2025-06-30,
S0764,O0764,delivered,2025-02-23,2025-03-03
S0765,O0765,pending,2025-04-05,
S0766,O0766,delivered,2025-01-13,2025-01-20
S0767,O0767,delivered,2025-04-18,2025-04-28
S0768,O0768,pending,2025-02-12,
S0769,O0769,shipped,2025-02-13,
S0770,O0770,shipped,2025-02-15,
S0771,O0771,returned,2025-04-24,
S0772,O0772,delivered,2025-04-04,2025-04-06
S0773,O0773,shipped,2025-01-16,
S0774,O0774,delivered,2025-05-07,2025-05-10
S0775,O0775,shipped,2025-02-27,
S0776,O0776,pending,2025-02-11,
S0777,O0777,pending,2025-06-12,
S0778,O0778,delivered,2025-03-17,2025-03-25
S0779,O0779,shipped,2025-04-16,
S0780,O0780,pending,2025-04-19,
S0781,O0781,shipped,2025-02-24,
S0782,O0782,shipped,2025-06-09,
S0783,O0783,returned,2025-05-31,
S0784,O0784,returned,2025-04-10,
S0785,O0785,shipped,2025-06-23,
S0786,O0786,delivered,2025-06-28,2025-06-30
S0787,O0787,shipped,2025-02-24,
S0788,O0788,shipped,2025-03-09,
S0789,O0789,delivered,2025-02-11,2025-02-15
S0790,O0790,pending,2025-02-21,
S0791,O0791,returned,2025-05-03,
S0792,O0792,shipped,2025-02-09,
S0793,O0793,shipped,2025-01-22,
S0794,O0794,delivered,2025-03-23,2025-04-01
S0795,O0795,returned,2025-04-19,
S0796,O0796,returned,2025-03-20,
S0797,O0797,pending,2025-02-04,
S0798,O0798,pending,2025-03-29,
S0799,O0799,returned,2025-02-09,
S0800,O0800,returned,2025-04-02,
S0801,O0801,shipped,2025-02-22,
S0802,O0802,delivered,2025-01-27,2025-02-01
S0803,O0803,delivered,2025-05-15,2025-05-24
S0804,O0804,pending,2025-06-06,
S0805,O0805,shipped,2025-05-24,
S0806,O0806,shipped,2025-04-24,
S0807,O0807,delivered,2025-01-15,2025-01-17
S0808,O0808,returned,2025-05-29,
S0809,O0809,returned,2025-04-26,
S0810,O0810,pending,2025-03-26,
S0811,O0811,pending,2025-01-29,
S0812,O0812,pending,2025-01-31,
S0813,O0813,shipped,2025-03-07,
S0814,O0814,delivered,2025-02-04,2025-02-13
S0815,O0815,returned,2025-03-13,
S0816,O0816,pending,2025-05-16,
S0817,O0817,returned,2025-04-10,
S0818,O0818,shipped,2025-06-15,
S0819,O0819,pending,2025-01-08,
S0820,O0820,delivered,2025-02-07,2025-02-15
S0821,O0821,delivered,2025-03-20,2025-03-27
S0822,O0822,delivered,2025-06-23,2025-06-25
S0823,O0823,shipped,2025-05-15,
S0824,O0824,delivered,2025-05-16,2025-05-23
S0825,O0825,returned,2025-02-13,
S0826,O0826,delivered,2025-02-20,2025-02-23
S0827,O0827,shipped,2025-06-19,
S0828,O0828,delivered,2025-03-21,2025-03-29
S0829,O0829,pending,2025-01-01,
S0830,O0830,delivered,2025-01-13,2025-01-14
S0831,O0831,delivered,2025-06-15,2025-06-25
S0832,O0832,shipped,2025-02-23,
S0833,O0833,pending,2025-05-03,
S0834,O0834,shipped,2025-05-19,
S0835,O0835,shipped,2025-03-27,
S0836,O0836,pending,2025-02-18,
S0837,O0837,shipped,2025-04-04,
S0838,O0838,pending,2025-04-01,
S0839,O0839,shipped,2025-04-18,
S0840,O0840,returned,2025-01-07,
S0841,O0841,shipped,2025-01-20,
S0842,O0842,shipped,2025-01-28,
S0843,O0843,delivered,2025-06-27,2025-06-30
S0844,O0844,returned,2025-02-10,
S0845,O0845,delivered,2025-03-22,2025-03-31
S0846,O0846,returned,2025-03-06,
S0847,O0847,pending,2025-06-05,
S0848,O0848,pending,2025-06-13,
S0849,O0849,returned,2025-04-01,
S0850,O0850,returned,2025-02-09,
S0851,O0851,shipped,2025-06-30,
S0852,O0852,pending,2025-06-07,
S0853,O0853,delivered,2025-01-20,2025-01-29
S0854,O0854,delivered,2025-02-08,2025-02-14
S0855,O0855,pending,2025-04-04,
S0856,O0856,pending,2025-02-07,
S0857,O0857,shipped,2025-02-22,
S0858,O0858,shipped,2025-01-16,
S0859,O0859,returned,2025-02-16,
S0860,O0860,returned,2025-06-21,
S0861,O0861,delivered,2025-01-17,2025-01-18
S0862,O0862,returned,2025-03-01,
S0863,O0863,delivered,2025-02-20,2025-03-01
S0864,O0864,returned,2025-05-27,
S0865,O0865,shipped,2025-03-05,
S0866,O0866,delivered,2025-04-22,2025-04-25
S0867,O0867,returned,2025-06-19,
S0868,O0868,returned,2025-04-30,
S0869,O0869,returned,2025-03-15,
S0870,O0870,pending,2025-04-18,
S0871,O0871,pending,2025-03-11,
S0872,O0872,pending,2025-06-29,
S0873,O0873,returned,2025-02-25,
S0874,O0874,shipped,2025-03-08,
S0875,O0875,pending,2025-02-20,
S0876,O0876,delivered,2025-04-11,2025-04-15
S0877,O0877,returned,2025-02-23,
S0878,O0878,pending,2025-04-13,
S0879,O0879,delivered,2025-04-05,2025-04-15
S0880,O0880,pending,2025-01-20,
S0881,O0881,shipped,2025-02-21,
S0882,O0882,delivered,2025-01-04,2025-01-09
S0883,O0883,returned,2025-04-01,
S0884,O0884,delivered,2025-05-12,2025-05-14
S0885,O0885,shipped,2025-01-24,
S0886,O0886,shipped,2025-04-09,
S0887,O0887,pending,2025-06-08,
S0888,O0888,shipped,2025-02-05,
S0889,O0889,returned,2025-01-13,
S0890,O0890,delivered,2025-06-06,2025-06-14
S0891,O0891,pending,2025-03-07,
S0892,O0892,shipped,2025-02-09,
S0893,O0893,shipped,2025-04-19,
S0894,O0894,pending,2025-03-12,
S0895,O0895,shipped,2025-06-29,
S0896,O0896,pending,2025-04-26,
S0897,O0897,returned,2025-03-18,
S0898,O0898,returned,2025-05-20,
S0899,O0899,delivered,2025-04-30,2025-05-03
S0900,O0900,shipped,2025-06-07,
S0901,O0901,shipped,2025-06-08,
S0902,O0902,shipped,2025-05-02,
S0903,O0903,returned,2025-03-17,
S0904,O0904,returned,2025-02-14,
S0905,O0905,returned,2025-04-20,
S0906,O0906,shipped,2025-05-10,
S0907,O0907,returned,2025-03-31,
S0908,O0908,delivered,2025-03-06,2025-03-16
S0909,O0909,delivered,2025-01-26,2025-02-02
S0910,O0910,pending,2025-02-08,
S0911,O0911,pending,2025-05-09,
S0912,O0912,delivered,2025-04-02,2025-04-11
S0913,O0913,shipped,2025-04-23,
S0914,O0914,delivered,2025-05-08,2025-05-13
S0915,O0915,pending,2025-04-10,
S0916,O0916,delivered,2025-02-19,2025-03-01
S0917,O0917,delivered,2025-01-30,2025-02-02
S0918,O0918,delivered,2025-06-05,2025-06-10
S0919,O0919,pending,2025-04-29,
S0920,O0920,returned,2025-01-12,
S0921,O0921,pending,2025-01-03,
S0922,O0922,shipped,2025-03-20,
S0923,O0923,delivered,2025-05-08,2025-05-16
S0924,O0924,pending,2025-03-24,
S0925,O0925,pending,2025-03-30,
S0926,O0926,shipped,2025-04-05,
S0927,O0927,delivered,2025-03-02,2025-03-03
S0928,O0928,pending,2025-06-23,
S0929,O0929,shipped,2025-06-07,
S0930,O0930,delivered,2025-05-19,2025-05-22
S0931,O0931,shipped,2025-06-04,
S0932,O0932,shipped,2025-01-16,
S0933,O0933,delivered,2025-03-26,2025-03-29
S0934,O0934,pending,2025-02-12,
S0935,O0935,delivered,2025-01-13,2025-01-22
S0936,O0936,delivered,2025-03-25,2025-03-26
S0937,O0937,pending,2025-05-25,
S0938,O0938,shipped,2025-06-10,
S0939,O0939,shipped,2025-04-14,
S0940,O0940,returned,2025-05-16,
S0941,O0941,pending,2025-01-09,
S0942,O0942,returned,2025-05-12,
S0943,O0943,returned,2025-01-28,
S0944,O0944,returned,2025-02-04,
S0945,O0945,shipped,2025-05-24,
S0946,O0946,shipped,2025-01-30,
S0947,O0947,delivered,2025-02-05,2025-02-07
S0948,O0948,delivered,2025-03-30,2025-04-09
S0949,O0949,shipped,2025-01-09,
S0950,O0950,pending,2025-02-10,
S0951,O0951,delivered,2025-05-18,2025-05-20
S0952,O0952,returned,2025-06-08,
S0953,O0953,delivered,2025-06-10,2025-06-11
S0954,O0954,pending,2025-05-01,
S0955,O0955,pending,2025-02-07,
S0956,O0956,pending,2025-04-27,
S0957,O0957,pending,2025-03-22,
S0958,O0958,delivered,2025-02-03,2025-02-11
S0959,O0959,pending,2025-01-28,
S0960,O0960,returned,2025-05-30,
S0961,O0961,shipped,2025-01-17,
S0962,O0962,returned,2025-04-04,
S0963,O0963,returned,2025-05-05,
S0964,O0964,shipped,2025-02-06,
S0965,O0965,delivered,2025-02-12,2025-02-13
S0966,O0966,delivered,2025-01-03,2025-01-12
S0967,O0967,pending,2025-05-12,
S0968,O0968,pending,2025-04-09,
S0969,O0969,shipped,2025-06-04,
S0970,O0970,pending,2025-04-16,
S0971,O0971,returned,2025-03-17,
S0972,O0972,delivered,2025-03-02,2025-03-04
S0973,O0973,delivered,2025-01-29,2025-02-06
S0974,O0974,pending,2025-06-10,
S0975,O0975,pending,2025-02-04,
S0976,O0976,returned,2025-01-10,
S0977,O0977,delivered,2025-02-18,2025-02-22
S0978,O0978,pending,2025-01-04,
S0979,O0979,pending,2025-01-23,
S0980,O0980,pending,2025-05-30,
S0981,O0981,delivered,2025-01-10,2025-01-14
S0982,O0982,returned,2025-01-18,
S0983,O0983,returned,2025-01-08,
S0984,O0984,shipped,2025-05-01,
S0985,O0985,pending,2025-04-24,
S0986,O0986,shipped,2025-03-26,
S0987,O0987,pending,2025-03-22,
S0988,O0988,returned,2025-03-31,
S0989,O0989,pending,2025-02-09,
S0990,O0990,delivered,2025-05-05,2025-05-13
S0991,O0991,returned,2025-01-10,
S0992,O0992,delivered,2025-03-07,2025-03-13
S0993,O0993,returned,2025-01-15,
S0994,O0994,returned,2025-04-16,
S0995,O0995,returned,2025-06-24,
S0996,O0996,returned,2025-04-02,
S0997,O0997,returned,2025-01-16,
S0998,O0998,pending,2025-03-02,
S0999,O0999,delivered,2025-03-24,2025-03-29
S1000,O1000,pending,2025-05-16,
